NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영
2935,자연약국,02-313-4877,"서울특별시 마포구 마포대로 195, 4단지상가동 205호 (아현동, 마포래미안푸르지오)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-
2936,사랑의약국,02-334-8443,서울특별시 마포구 독막로 10,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-
2937,개포플러스약국,02-579-2570,"서울특별시 강남구 선릉로 30, 개포빌딩 1층 (개포동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
2938,공덕오거리약국,02-711-8411,"서울특별시 마포구 새창로 11, 1층 (도화동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,09:00~16:00,09:00~16:00
2939,메디팜금빛약국,02-2645-0340,서울특별시 양천구 목동동로 379 (목동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
2940,용약국,02-794-5528,서울특별시 용산구 대사관로24길 6 (한남동),08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,-
2941,원효종로엠약국,02-704-3118,서울특별시 용산구 원효로41길 58-1 (원효로2가),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-
2942,정화약국,02-774-2399,서울특별시 용산구 두텁바위로 11 (갈월동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~15:00,-,-
2943,상계동문약국,02-951-8572,"서울특별시 노원구 동일로 1352, 1층 (상계동, 형인빌딩)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,09:00~14:00,-,-
2944,이화약국,02-951-6102,"서울특별시 노원구 한글비석로 384, 319호 (중계동, 대호프라자)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,-
2945,화인팜약국,02-971-3008,"서울특별시 노원구 중계로 160, 204호 (중계동, 화인상가)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-
2946,정다운약국,02-477-5512,서울특별시 강동구 진황도로61길 51 (둔촌동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,-,-,-
2947,다정약국,02-3283-3031,"서울특별시 관악구 남부순환로 1485, 1층 (신림동, 삼남빌딩)",08:30~18:30,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:30,-,-
2948,반석온누리약국,02-876-8838,"서울특별시 관악구 관악로 195, A동 308호 (봉천동, 관악위버폴리스)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:30,-,-
2949,신화약국,02-885-2078,서울특별시 관악구 관악로 153 (봉천동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~21:00,-,-
2950,연세참사랑약국,02-979-0770,"서울특별시 노원구 동일로 992, 101호 (공릉동)",09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,-,-,-
2951,온누리좋은약국,02-857-1621,"서울특별시 구로구 가마산로 244, 동헌빌딩 (구로동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,08:30~13:30,-,-
2952,옵티마건강약국,02-877-0198,서울특별시 관악구 은천로 35 (봉천동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
2953,하늘약국,02-877-6431,"서울특별시 관악구 장군봉1길 56, 101호 (봉천동, 우형쇼핑센타)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,-,-
2954,메디칼건강약국,02-2661-3337,서울특별시 강서구 양천로 104 (방화동),09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,-,-
2955,신용산수약국,02-2077-1122,"서울특별시 용산구 한강대로 109, 용성비즈텔 지하2층 227,233호 (한강로2가)",08:30~16:00,08:30~16:00,08:30~16:00,08:30~16:00,08:30~16:00,-,-,-
2956,아름드리약국,02-3661-2060,"서울특별시 강서구 강서로56길 30, 1층 (등촌동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:00,-,-
2957,우리온누리약국,02-2692-7020,"서울특별시 강서구 가로공원로76길 100, 1층 (화곡동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
2958,차오름약국,02-2658-7577,"서울특별시 강서구 양천로 655, 2층 (염창동)",09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,-,-,-
2959,천수약국,02-2692-3552,서울특별시 강서구 가로공원로76길 63 (화곡동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-
2960,코끼리약국,02-2652-0429,"서울특별시 강서구 등촌로 31, 2층 (화곡동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
2961,편안한약국,02-2693-9105,"서울특별시 강서구 강서로18길 14, 1층 (화곡동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
2962,한마음약국,02-2652-6692,"서울특별시 강서구 등촌로 147, 1층 (등촌동, 유석빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
2963,한우리약국,02-2699-0456,"서울특별시 강서구 까치산로 151, 104호 (화곡동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-
2964,명성프라자약국,02-888-8978,서울특별시 관악구 관악로 231-1 (봉천동),09:00~21:30,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~20:30,-,-
2965,목동벧엘약국,02-2643-7676,서울특별시 양천구 목동동로 430 (목동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,10:00~13:00,-,-
2966,보현약국,02-847-4995,서울특별시 양천구 목동중앙남로4길 9 (목동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
2967,서울센타약국,02-837-2633,"서울특별시 구로구 구로동로 151 (구로동, 코지하우스)",09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-
2968,소망온누리약국,02-2699-5662,서울특별시 양천구 지양로 68 (신월동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,10:00~21:00,-
2969,수약국,02-2699-7189,"서울특별시 양천구 중앙로 247, 1층 (신정동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-
2970,수태평양약국,02-2625-2601,"서울특별시 구로구 고척로 144, 두발로빌딩 1층 (고척동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00
2971,은약국,02-852-2283,"서울특별시 구로구 시흥대로 551, 3층 (구로동, 광희빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
2972,이펜약국,02-2605-3368,"서울특별시 양천구 신정이펜2로 12, 105호 (신정동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-
2973,장약국,02-863-8242,서울특별시 구로구 공원로8길 23 (구로동),09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~15:00,-,-
2974,정문약국,02-866-1030,서울특별시 구로구 구로동로 149 (구로동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,09:00~13:00,-,-
2975,참온누리약국,070-4222-1177,"서울특별시 구로구 오리로 1149, B108호 (오류동, 랑데르)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:30,-,-
2976,참좋은약국,02-6678-8422,"서울특별시 구로구 구로중앙로 134, 4층 (구로동)",08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,-,-
2977,해솔약국,02-2625-0026,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 2동 1층 120호 (고척동)",09:00~20:30,09:00~20:30,09:00~19:30,09:00~20:30,09:00~20:30,09:00~16:00,-,-
2978,이화약국,02-763-0300,"서울특별시 종로구 대학로5길 53, 1층 (연건동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-
2979,삼원약국,02-421-0793,"서울특별시 송파구 올림픽로37길 130, 파크리오 A동 317호 (신천동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
2980,이안온누리약국,02-493-5074,"서울특별시 중랑구 면목로 305, 1층 (면목동, 성일빌딩)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:30,09:00~13:30,-
2981,메디팜믿음약국,02-963-3249,서울특별시 성북구 돌곶이로 45 (석관동),09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~16:00,-,-
2982,조은약국,02-3391-7582,"서울특별시 노원구 한글비석로 471, (주)맥스아웃 상계빌딩 4층 (상계동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~15:00,-,09:00~15:00
2983,21C세계로약국,02-2607-0624,"서울특별시 강서구 화곡로 173 , 1층",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-
2984,온누리은혜약국,02-2696-9888,서울특별시 양천구 신정로 293,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~16:00,-,-
2985,하이약국,070-7797-8275,"서울특별시 중구 명동9가길 12, 3층 (을지로2가, 메트로알이지)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:30,09:00~13:00,-,-
2986,진명약국,02-466-2466,"서울특별시 광진구 군자로 144, 1층(군자동,대동빌딩)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,-,-
2987,코끼리약국,02-2066-7525,"서울특별시 구로구 천왕로 32, 천왕에이스프라자 103호 (천왕동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,09:00~19:00
2988,수서역정민아약국,02-3412-7655,"서울특별시 강남구 광평로56길 8-13, 1층 101호 (수서동, 수서타워)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~19:00,-,-
2989,세명당약국,02-803-3481,"서울특별시 금천구 시흥대로58길 5, (시흥동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-
2990,에이트약국,02-534-8828,"서울특별시 서초구 강남대로 423, 한승빌딩 1층 (서초동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,11:00~19:00,11:00~19:00
2991,W스토아청와약국,02-855-1482,서울특별시 구로구 디지털로 227 (가리봉동),08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00
2992,참플러스약국,02-3432-0419,"서울특별시 송파구 백제고분로 463, 웅산빌딩 201호 (방이동)",09:00~20:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,09:00~12:00,-
2993,새서울약국,02-452-0251,"서울특별시 광진구 자양로 288, (구의동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-
2994,위드팜잠실나루역약국,02-416-0223,"서울특별시 송파구 송파대로 624 (신천동, 잠실나루역구내 제215-08호)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,-
2995,새봄약국,02-523-5220,"서울특별시 서초구 반포대로30길 82, 우서빌딩 1층 102호 (서초동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,09:00~22:00
2996,새서울온누리약국,02-2645-7197,"서울특별시 양천구 공항대로 558, 1층 (목동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~15:00,-,-
2997,진약국,02-942-0700,"서울특별시 성북구 장월로 146, 1층 (장위동)",09:00~20:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~17:00,-,-
2998,태영약국,02-858-5597,"서울특별시 구로구 새말로 89, 108,109호 (구로동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,09:00~13:00,09:00~13:00
2999,대성모약국,02-834-7900,"서울특별시 영등포구 시흥대로 655, 1층 (대림동)",08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-
3000,경남약국,02-2647-3012,"서울특별시 양천구 목동서로 38, 상가A동 107호, 113호 (목동, 목동신시가지아파트1단지)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,-,-
3001,헬리오메디칼약국,02-400-3815,"서울특별시 송파구 송파대로 345, 1A동 2023호 (가락동, 헬리오시티)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:30,09:00~13:00,09:00~13:00
3002,찬솔약국,02-815-8868,서울특별시 동작구 만양로 86 (노량진동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,10:00~21:00,10:00~21:00
3003,늘푸른약국,02-323-6051,"서울특별시 마포구 백범로 202, 1층 102호 (신공덕동, 마포케이씨씨웰츠타워)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-
3004,이화제니약국,02-430-2001,"서울특별시 송파구 거마로 4, 102호 (거여동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
3005,상암올리브약국,02-359-5293,"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 314호 (상암동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,-
3006,정원약국,02-516-9935,"서울특별시 강남구 영동대로 722, 풍양빌딩 1층 103호 (청담동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-
3007,서울약국,02-385-6435,서울특별시 은평구 갈현로 257 (갈현동),08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~15:00,-,-
3008,맑은수약국,02-2066-7062,"서울특별시 구로구 개봉로 47, 1층 (개봉동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:30,-,-
3009,늘푸른약국,02-6015-0525,"서울특별시 성동구 왕십리로 410, D동 비103호 (하왕십리동, 센트라스)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
3010,한빛약국,02-2207-3588,"서울특별시 중랑구 겸재로 225, 1층 (면목동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
3011,신세원약국,02-909-0928,"서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 1층 7호 (길음동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
3012,약사랑약국,02-2039-9112,"서울특별시 강남구 테헤란로 339, 1층 (역삼동)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,13:00~21:00,13:00~21:00
3013,메디팜덕인약국,02-363-0888,"서울특별시 마포구 신촌로 232, 1층 (아현동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~17:00,10:00~17:00,-
3014,세명약국,02-2615-7570,"서울특별시 구로구 오류로8길 16, 세명프라자 201호 (오류동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
3015,우리네온누리약국,02-853-2614,서울특별시 구로구 디지털로27길 116 (구로동),08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,10:00~21:00,10:00~21:00
3016,이화약국,02-980-2274,"서울특별시 강북구 덕릉로40길 79, 대명빌딩 1층 (번동)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~13:30,-,-
3017,건강약국,02-3421-7582,"서울특별시 중랑구 신내로 135, 신내9단지아파트 제상가1동 1층 117호 (신내동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,-,-,-
3018,메디팜푸른약국,02-400-4201,"서울특별시 송파구 동남로 189, 가락쌍용아파트 101호 (가락동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-
3019,세브란스약국,02-593-1551,서울특별시 동작구 동작대로25길 39 (사당동),08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-
3020,365열린약국,02-874-2332,서울특별시 관악구 남부순환로 1615 (신림동),09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~23:00,10:00~23:00
3021,당산수약국,02-319-8200,서울특별시 영등포구 양평로 53 (당산동5가),09:10~21:00,09:10~21:00,09:10~21:00,09:10~21:00,09:10~21:00,09:10~15:10,-,-
3022,래미안온누리약국,02-2675-5250,서울특별시 영등포구 당산로 214,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,10:00~17:00,10:00~17:00
3023,하나약국,02-495-0222,"서울특별시 중랑구 면목로 419, 1층 (면목동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~20:00,-,-
3024,개롱약국,02-407-4609,"서울특별시 송파구 오금로 396, 1층 114호 (가락동, 에스케이허브파크)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,12:00~20:00
3025,인수당약국,02-877-8835,"서울특별시 관악구 인헌17길 3, (봉천동)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,-,-
3026,강남웰약국,02-6440-5656,"서울특별시 강남구 강남대로 432, 점프밀라노 지하1층 101호 (역삼동)",09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~20:30,10:00~21:00
3027,밝은약국,02-971-0771,"서울특별시 노원구 동일로 1005, 1층 (공릉동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~17:00,-,14:00~19:00
3028,당고개약국,02-930-5142,"서울특별시 노원구 상계로 309-1, (상계동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~21:00
3029,건대온누리약국,02-457-7999,"서울특별시 광진구 능동로 110, 스타시티영존 지하2층 B203-1,204호 (화양동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-
3030,메디팜나리약국,02-3482-4585,"서울특별시 서초구 서운로 207, 삼호종합상가 106호 (서초동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-
3031,코아약국,02-959-6380,"서울특별시 동대문구 이문로 30, 1층 (휘경동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-
3032,튼튼온누리약국,02-486-1380,"서울특별시 강동구 올림픽로 732, 1층 2호 (천호동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:30,09:00~17:30,09:00~17:30
3033,푸른약국,02-469-9700,"서울특별시 성동구 아차산로 41, 2층(성수동1가,삼성빌딩)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:30,10:00~12:00,10:00~12:00
3034,스타약국,02-3434-1586,"서울특별시 송파구 송파대로 562 (신천동, 한빛프라자 3층)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
3035,제일한사랑약국,02-437-1098,"서울특별시 중랑구 망우로 505, 1층 (망우동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~13:00,10:00~18:00,-
3036,우인온누리약국,02-2226-7141,서울특별시 강남구 일원로 39 (일원동),09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~17:00,10:00~17:00,-
3037,구인당온누리약국,02-552-5550,"서울특별시 강남구 삼성로 150 (대치동, 한보미도맨션)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
3038,올리브온누리약국,02-538-5257,"서울특별시 강남구 테헤란로20길 11, 1층 (역삼동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-
3039,삼성약국,02-464-4827,"서울특별시 성동구 성덕정17길 1, 1층 (성수동2가)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~15:00,-,-
3040,옥수온누리약국,02-2297-2123,"서울특별시 성동구 매봉길 48, 106호 (옥수동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-
3041,바른약국,02-2281-3200,"서울특별시 성동구 왕십리로 410, G동 204호 (하왕십리동, 센트라스)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~13:00,-,-
3042,성수햇살약국,02-463-5657,"서울특별시 성동구 아차산로 120, 베델 플레이스 3층 302호 (성수동2가)",09:00~19:00,09:00~20:00,09:00~19:00,09:00~20:00,09:00~19:00,09:00~14:00,-,-
3043,백향목약국,02-454-5656,"서울특별시 광진구 광나루로56길 34, 구의동현대2단지 종합상가 1층 112호 (구의동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
3044,동아약국,02-539-7030,서울특별시 강남구 강남대로66길 14 (역삼동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~19:00,-,-
